[id] ID,[title] TITLE,[date] DATE,[sem] Description,[cat] Form-factor,[cat] Category of BCI,[cat] Type of Media,[cat] Keywords,[quant] Date,[quant] Prediction,[quant] BCI forecast,[quant] Reality factor,[quant] Neurafictionality,[quant] Neuroptimism,[quant] Utopianism,[quant] Invasiveness,[cat] Author/Directed by,[cat] Distributed by,[cat] Production Company
164,Fragments of a Hologram Rose ,1977,"This is William Gibson's first published story and is about a simstim technology called 'Apparent Sensory Perception' (ASP). The narrator, whose girlfriend Angela has just left him, finds two of her possessions in his room: a postcard with a hologram rose and an ASP tape. He shreds the postcard into a thousand fragments and watches the tape, which has been erased except for a short sequence of Angela's holiday in Greece. Afterwards, he muses about what it was like before being able to record and play back the full range of sensory perception of another person. He compares people with the fragments of the hologram, since every fragment shows the whole image from a different angle.Apparent Sensory Perception is a technology that records and replays experiences and sensoriums. ASP is mentioned only in Fragments of a Hologram Rose and it seems to be an equivalent to the SimStim of the Sprawl Trilogy.",N/A,"emotions, memory",Novel,"hologram, simstim",1977,2096,120,0.375,0.23195876,0.09650293,0.5,N/A,William Gibson,N/A,N/A
165,The Simpsons,2019,sensory deprivation device,"helmet, tank with water",emotions,"comics, game, sitcom",emotions,2019,2071,53,0.05660377,0.01973684,0.05347801,0,0.25,Matt Groening,"20th Television, Fox","20th Television, Gracie Films"
166,Accel World,2009,"Collar like personal computer that can communicate wirelessly with the user's brain. It has two functions: ""Virtual Reality"" and ""Augmented Reality"". It is a very personal method of synchronization that is done by cable. If the wire is plugged in the Neuro Linker, then the two in who they are plugged in, can talk in secret. It is mostly used by lovers",collar,"XR, linking, reading thoughts, telepathy","Anime, Novel, game",XR,2009,2121,113,0.11504425,0.08024691,0.10909353,0.5,0.25,Reki Kawahara,N/A,Sunrise
167,The Nightmare Man,1981,Pilot of a submarine is linked to his craft via brain implant,implant,linking,"Movie, Novel, TV Series",military,1981,2041,61,0.67213115,0.21578947,0.0490728,1,0.75,"David Wiltshire, Robert Holmes",BBC,BBC
168,Shadowrun,1989,"direct neural interface technology enabled humans and metahumans to directly access computers and the Matrix, the global computer network restructured after the 2029 Crash. Access to the Matrix was accomplished by ""deckers"": individuals that have ""cyberdecks"", portable or worn computing devices that are interface with the user's brain through a brain–computer interface implant called a ""datajack"", that is typically located at the temple or behind the ear.",implant,"communication, linking",game,network,1989,2121,133,0.2481203,0.18131868,0.11439262,0,0.75,N/A,N/A,N/A
169,The Matrix,1999,"A headjack is the small data port created on synthetically-grown humans who become connected to the neural-interactive virtual reality known as the Matrix. The headjacks were located at the base of the skull, just above where the neck meets the back of the head. Approximately 1 inch (2.54 cm) in diameter, it provided room within the otherwise close quarters of the human cranium for a data probe approximately 8 inches (20 cm) in length and 0.79 inches (2 cm) in diameter. These were installed during the synthetic humans' fetal stages and altogether redirected the brain's signals into any data probe plugged into the headjack. The headjack was the interface used to primarily connect to the Matrix. More than just connecting to the Matrix, however, the headjack was also used by redpills to connect to any compatible simulated reality like the Construct. Once a redpill was connected to either the Matrix or the Construct, the headjack could then be used to upload data directly into the human brain. This was used by the Resistance to great effect, uploading instructional information to support agents during training and even during mission proper. Some examples of the upload-able information used by the operatives were gun handling, a range of self defense and martial arts techniques, and helicopter piloting.
The manner by which the headjack and data probe worked had not been sufficiently described. But communication by the headjack was probably a mixture of electrical and electromagnetic transmissions, where the headjack was the central interface, with perhaps thousands of tiny connectors or electrodes that meld into and throughout the synthetic brain, or woven through the central nervous system at the brain stem.",implant,"consciousness transfer, knowledge upload, linking, reality, storage","Movie, comics",XR,1999,2121,123,0.18699187,0.13372093,0.11189712,1,0.75,The Wachowskis,Warner Bros. Pictures,"Village Roadshow Pictures, Warner Bros. Pictures"
170,Blade Runner: Do Androids Dream of Electric Sheep?,1968,"to keep the humans happy, an invention called the Mood Organ Device is commonly used. It is a super precise neurostimulator than can elicit whatever mood you’d like to feel.",N/A,stimulation,"Movie, Novel, comics, game","mood control, stimulations",1968,2031,64,0.84375,0.26600985,0.04815104,0.5,N/A,"Philip K. Dick, Ridley Scott",Warner Bros. Pictures,"Shaw Brothers, The Ladd Company"
171,Blade Runner: Do Androids Dream of Electric Sheep?,1968,"A device that directs some sort of energy wave into a person's brain, allowing them to experience a chosen (dialed) mood.",tool,"emotions, stimulation","Movie, Novel, comics, game",N/A,1968,2041,74,0.72972973,0.26600985,0.05600458,0.5,0.25,"Philip K. Dick, Ridley Scott",Warner Bros. Pictures,"Shaw Brothers, The Ladd Company"
172,The Terminal Man,1972,"implant electrodes in the amygdala region of his brain in order to control the seizures. This new brain implant technology is described, in which 40 electrodes are placed into the brain. Then the medical staff tests each electrode by stimulating the brain with it and seeing which electrode will stop the seizure. After the initial test, a small computer is used to determine when a patient is having a seizure and stimulates the electrode at the appropriate time, like a brain pacemaker. The implant goes on to be focal point of the book. The man finds he can cause stimulation to elicit pleasure and goes on a sort of rampage because of it.",implant,stimulation,"Movie, Novel",medical,1972,2021,50,1,0.25125628,0.03794538,1,0.75,"Michael Crichton, Mike Hodges",Warner Bros. Pictures,Warner Bros. Pictures
173,The Happiness Cage,1972,"experiments are being conducted by United States Army to drill into the patients’ skulls, attach wires, and alter their brains to create better soldiers and happier men — human robots.",implant,stimulation,Movie,"military, pleasure",1972,2071,100,0.5,0.25125628,0.07800238,0,0.75,Bernard Girard,Cinerama Releasing Corporation,"Film Ventures International, Laterna Films"
174,The Computer Connection,1974,A small electronic device implanted in the cranium at birth; used for monitoring and control.,implant,"manipulation, reading thoughts, stimulation",Novel,N/A,1974,2071,98,0.48979592,0.24365482,0.07719717,0,0.75,Alfred Bester,N/A,N/A
175,Blake's 7,1978,"a character, has a brain implant which is supposed to prevent future aggression after being convicted of killing an officer from the oppressive Federation.",implant,stimulation,TV Series,N/A,1978,2096,119,0.3697479,0.22797928,0.09618784,0.5,0.75,Terry Nation,BBC,BBC
176,Brainstorm,1983,"headset that records and transfers feelings, thoughts, sensations",helmet,"communication, linking, stimulation",Movie,N/A,1983,2071,89,0.43820225,0.20744681,0.07336173,0.5,0.25,Douglas Trumbull,Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer
177,The Outer Limits,1997,"neural implant that allows other people to tap into The Stream — a direct connection into all human knowledge. He tries, unsuccessfully, to keep up with everyone else by using a long-forgotten skill: reading books.",implant,linking,TV Series,network,1997,2041,45,0.55555556,0.14367816,0.03911947,1,0.75,Leslie Stevens,United Artists Television,"Daystar Productions, United Artists Television"
178, Star Trek: The Next Generation,1991,"integrating Barclay's thought processes into the Enterprise-D itself, essentially allowing him to act as the ship's computer",tool,"consciousness transfer, linking, reading thoughts","Anime, Movie, TV Series, comics, game",piloting,1991,2121,131,0.23664122,0.17222222,0.1139157,0.5,0.25,Gene Roddenberry,Paramount Pictures,Paramount Television
179, Star Trek: Deep Space Nine,1999,"A cortical array was a Borg device that was implanted into the brain during assimilation. It was critical to higher brain functions, such as language, and it contained an index of the drone's memory engrams.",implant,"linking, memory","Anime, Movie, TV Series, comics, game",assimilation,1999,2121,123,0.18699187,0.13372093,0.11189712,0,0.75,"Michael Pillar, Rick Berman",Paramount Pictures,Paramount Television
180,Mr. Spaceship,1953,a spaceship which is powered by a human brain,N/A,"consciousness transfer, linking",Novel,assimilation,1953,2121,169,0.40828402,0.31651376,0.12148076,1,N/A,Philip K. Dick,N/A,N/A
181,Person of Interest,2014,a cochlear implant used to communicate directly with the Machine (AGI) without needing a phone.,implant,linking,TV Series,N/A,2014,2031,18,0.44444444,0.05095541,0.01616662,0.5,0.75,Jonathan Nolan,Warner Bros. Television,"Bad Robot Productions, Kilter Films, Warner Bros. Television"
182,The Matrix,1999,"Bluepills, human beings still hardwired into the Matrix via pods in the power plant, had their headjacks in non-stop use and did not know of its existence, effectively imprisoning the bluepill within the Matrix. As humanity was only expected to be disconnected from the Matrix upon death, the pod's data probe was very securely attached to the headjack.
Whenever a redpill was freed from the Matrix, a docbot was summoned, which proceeded to unpleasantly disconnect the data probe from the headjack, also disconnecting the rest of the tubes connected from the pod to the ports found along the body. The redpill, being assumed dead or dying, was then flushed into the sewers.",drug,"consciousness transfer, knowledge upload, linking, reality, storage","Movie, comics",XR,1999,2121,123,0.18699187,0.13372093,0.11189712,0.5,1,The Wachowskis,Warner Bros. Pictures,"Village Roadshow Pictures, Warner Bros. Pictures"
